trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
183,False,"{'a': 0.6, 'e': 0.1589427091997875}",25,11,24.726162313561566,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
184,False,"{'a': 0.6, 'e': 0.15735328210778962}",20,0,18.23791789365272,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
185,False,"{'a': 0.6, 'e': 0.15577974928671173}",25,10,15.549687870050278,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
186,False,"{'a': 0.6, 'e': 0.1542219517938446}",20,0,-23.225335185341027,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
187,False,"{'a': 0.6, 'e': 0.15267973227590617}",25,11,21.233903697089566,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
188,False,"{'a': 0.6, 'e': 0.1511529349531471}",25,12,2.7467627126031466,"{0: 12, 1: 0, 2: 0, 3: 1, 4: 0}",1
189,False,"{'a': 0.6, 'e': 0.14964140560361563}",25,10,4.555967748751749,"{0: 13, 1: 1, 2: 1, 3: 0, 4: 0}",1
190,False,"{'a': 0.6, 'e': 0.14814499154757946}",20,2,-5.580037736330655,"{0: 16, 1: 0, 2: 1, 3: 1, 4: 0}",1
191,False,"{'a': 0.6, 'e': 0.14666354163210368}",20,16,9.942957307097362,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
192,False,"{'a': 0.6, 'e': 0.14519690621578263}",20,16,4.8969254709506185,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
193,False,"{'a': 0.6, 'e': 0.1437449371536248}",25,0,32.18578546148147,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
194,False,"{'a': 0.6, 'e': 0.14230748778208857}",20,11,8.561508633914602,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
195,False,"{'a': 0.6, 'e': 0.14088441290426768}",25,10,23.998233534208374,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
196,False,"{'a': 0.6, 'e': 0.139475568775225}",25,5,9.084682271528909,"{0: 17, 1: 3, 2: 0, 3: 0, 4: 0}",1
197,False,"{'a': 0.6, 'e': 0.13808081308747275}",25,20,10.4036437559067,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
198,False,"{'a': 0.6, 'e': 0.136700004956598}",35,20,-14.325753991595038,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 1}",1
199,False,"{'a': 0.6, 'e': 0.13533300490703204}",25,13,19.2848544125383,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
200,False,"{'a': 0.6, 'e': 0.13397967485796172}",20,11,18.04857524299855,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
201,False,"{'a': 0.6, 'e': 0.1326398781093821}",30,21,14.632653782134826,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
202,False,"{'a': 0.6, 'e': 0.13131347932828827}",20,0,20.693008812729463,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
203,False,"{'a': 0.6, 'e': 0.1300003445350054}",30,15,10.727494729724894,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
204,False,"{'a': 0.6, 'e': 0.12870034108965533}",20,8,-55.58949742015302,"{0: 9, 1: 0, 2: 1, 3: 1, 4: 1}",1
205,False,"{'a': 0.6, 'e': 0.1274133376787588}",20,13,-0.3598162644159668,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
206,False,"{'a': 0.6, 'e': 0.12613920430197118}",25,2,14.387158579839213,"{0: 21, 1: 2, 2: 0, 3: 0, 4: 0}",1
207,False,"{'a': 0.6, 'e': 0.12487781225895148}",20,12,3.6505921967124864,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
208,False,"{'a': 0.6, 'e': 0.12362903413636196}",30,0,-19.561219385214095,"{0: 26, 1: 3, 2: 0, 3: 0, 4: 1}",1
209,False,"{'a': 0.6, 'e': 0.12239274379499834}",25,9,-5.270695099478366,"{0: 14, 1: 1, 2: 0, 3: 1, 4: 0}",1
210,False,"{'a': 0.6, 'e': 0.12116881635704835}",20,0,-17.49750470833048,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",1
211,False,"{'a': 0.6, 'e': 0.11995712819347787}",20,1,16.17602389456606,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
212,False,"{'a': 0.6, 'e': 0.11875755691154309}",20,6,12.707514790494587,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
213,False,"{'a': 0.6, 'e': 0.11756998134242766}",30,12,38.226510477605565,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
214,False,"{'a': 0.6, 'e': 0.11639428152900338}",30,16,-7.910134102422341,"{0: 11, 1: 0, 2: 3, 3: 0, 4: 0}",1
215,False,"{'a': 0.6, 'e': 0.11523033871371334}",25,16,12.620192398412335,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
216,False,"{'a': 0.6, 'e': 0.1140780353265762}",20,0,-11.75820063136486,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
217,False,"{'a': 0.6, 'e': 0.11293725497331045}",30,18,19.406768127379724,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
218,False,"{'a': 0.6, 'e': 0.11180788242357734}",25,17,14.954061350311992,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
219,False,"{'a': 0.6, 'e': 0.11068980359934157}",25,7,23.570965401720343,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
220,False,"{'a': 0.6, 'e': 0.10958290556334815}",30,12,17.84543808712696,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
221,False,"{'a': 0.6, 'e': 0.10848707650771466}",30,9,14.102542779277933,"{0: 19, 1: 0, 2: 2, 3: 0, 4: 0}",1
222,False,"{'a': 0.6, 'e': 0.10740220574263752}",25,1,-56.50941471743317,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 2}",1
223,False,"{'a': 0.6, 'e': 0.10632818368521114}",20,16,7.006555920782876,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
224,False,"{'a': 0.6, 'e': 0.10526490184835903}",30,17,2.5088325157772746,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 0}",1
225,False,"{'a': 0.6, 'e': 0.10421225282987544}",25,14,10.233187595177533,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
226,False,"{'a': 0.6, 'e': 0.10317013030157669}",20,11,18.172964490813026,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
227,False,"{'a': 0.6, 'e': 0.10213842899856092}",30,5,25.731523482263764,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",1
228,False,"{'a': 0.6, 'e': 0.10111704470857531}",30,20,18.324577496620407,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
229,False,"{'a': 0.6, 'e': 0.10010587426148955}",25,2,25.8510968661631,"{0: 22, 1: 1, 2: 0, 3: 0, 4: 0}",1
230,False,"{'a': 0.6, 'e': 0.09910481551887466}",25,5,13.553794645127923,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",1
231,False,"{'a': 0.6, 'e': 0.0981137673636859}",25,18,15.125755776635087,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
232,False,"{'a': 0.6, 'e': 0.09713262969004904}",20,7,0.14504229898549914,"{0: 10, 1: 2, 2: 1, 3: 0, 4: 0}",1
233,False,"{'a': 0.6, 'e': 0.09616130339314856}",20,0,-81.43420761740734,"{0: 16, 1: 1, 2: 0, 3: 1, 4: 2}",0
234,False,"{'a': 0.6, 'e': 0.09519969035921708}",20,9,18.761410671511456,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
235,False,"{'a': 0.6, 'e': 0.0942476934556249}",20,10,9.594006901931595,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
236,False,"{'a': 0.6, 'e': 0.09330521652106866}",30,19,23.224243004614202,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
237,False,"{'a': 0.6, 'e': 0.09237216435585796}",20,0,-17.11458732035898,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 1}",1
238,False,"{'a': 0.6, 'e': 0.09144844271229938}",30,19,13.868573155572806,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
239,False,"{'a': 0.6, 'e': 0.0905339582851764}",20,10,15.905939986942972,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
240,False,"{'a': 0.6, 'e': 0.08962861870232462}",20,6,22.876720572836206,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
241,False,"{'a': 0.6, 'e': 0.08873233251530138}",20,12,-10.552484673101361,"{0: 6, 1: 0, 2: 2, 3: 0, 4: 0}",1
242,False,"{'a': 0.6, 'e': 0.08784500919014836}",20,14,-0.036447780614983216,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
243,False,"{'a': 0.6, 'e': 0.08696655909824688}",25,19,15.457125244506805,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
244,False,"{'a': 0.6, 'e': 0.0860968935072644}",20,0,7.287410102145752,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
245,False,"{'a': 0.6, 'e': 0.08523592457219176}",25,0,22.790025618943996,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
246,False,"{'a': 0.6, 'e': 0.08438356532646984}",20,15,10.913992384299625,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
247,False,"{'a': 0.6, 'e': 0.08353972967320515}",20,8,-13.750789419898554,"{0: 10, 1: 0, 2: 1, 3: 1, 4: 0}",1
248,False,"{'a': 0.6, 'e': 0.0827043323764731}",30,15,27.921136689067364,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
249,False,"{'a': 0.6, 'e': 0.08187728905270836}",20,6,-7.932715926013084,"{0: 12, 1: 1, 2: 0, 3: 1, 4: 0}",1
250,False,"{'a': 0.6, 'e': 0.08105851616218128}",30,8,17.576419180020668,"{0: 20, 1: 0, 2: 2, 3: 0, 4: 0}",1
251,False,"{'a': 0.6, 'e': 0.08024793100055946}",20,12,-2.819722482733561,"{0: 6, 1: 1, 2: 1, 3: 0, 4: 0}",1
252,False,"{'a': 0.6, 'e': 0.07944545169055386}",20,5,15.084818544123786,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
253,False,"{'a': 0.6, 'e': 0.07865099717364833}",20,6,20.471271882929386,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
254,False,"{'a': 0.6, 'e': 0.07786448720191184}",25,18,14.17444686170225,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
255,False,"{'a': 0.6, 'e': 0.07708584232989273}",30,16,0.31437851873259914,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
256,False,"{'a': 0.6, 'e': 0.0763149839065938}",20,9,21.92878612005636,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
257,False,"{'a': 0.6, 'e': 0.07555183406752786}",35,18,23.73517985599609,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
258,False,"{'a': 0.6, 'e': 0.07479631572685258}",30,16,26.93287822320864,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
259,False,"{'a': 0.6, 'e': 0.07404835256958406}",25,14,22.970726337301866,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
260,False,"{'a': 0.6, 'e': 0.07330786904388821}",25,5,37.122231078872694,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
261,False,"{'a': 0.6, 'e': 0.07257479035344933}",20,5,20.564041301294466,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
262,False,"{'a': 0.6, 'e': 0.07184904244991483}",20,16,7.252792869818771,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
263,False,"{'a': 0.6, 'e': 0.07113055202541568}",30,14,27.557643853437447,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
264,False,"{'a': 0.6, 'e': 0.07041924650516153}",20,11,-25.528007992538896,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 1}",1
265,False,"{'a': 0.6, 'e': 0.06971505404010991}",20,14,5.673973263611536,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
266,False,"{'a': 0.6, 'e': 0.06901790349970881}",25,5,-34.50357636581357,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",1
267,False,"{'a': 0.6, 'e': 0.06832772446471172}",20,14,8.966725913164787,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
268,False,"{'a': 0.6, 'e': 0.0676444472200646}",20,9,-1.6680265692892104,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
269,False,"{'a': 0.6, 'e': 0.06696800274786396}",25,16,5.067475922734029,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
270,False,"{'a': 0.6, 'e': 0.06629832272038531}",20,5,2.4436857094831863,"{0: 14, 1: 0, 2: 0, 3: 1, 4: 0}",1
271,False,"{'a': 0.6, 'e': 0.06563533949318147}",20,6,-24.5054173549519,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 1}",1
272,False,"{'a': 0.6, 'e': 0.06497898609824965}",20,0,-5.050035194779163,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",0
273,False,"{'a': 0.6, 'e': 0.06432919623726716}",20,7,-23.137050772229404,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 1}",1
274,False,"{'a': 0.6, 'e': 0.06368590427489448}",25,9,21.959502727083873,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 0}",1
275,False,"{'a': 0.6, 'e': 0.06304904523214554}",25,16,15.015368141805721,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
276,False,"{'a': 0.6, 'e': 0.06241855477982408}",20,11,-19.618138306040017,"{0: 6, 1: 0, 2: 3, 3: 0, 4: 0}",1
277,False,"{'a': 0.6, 'e': 0.06179436923202584}",30,22,5.7579713544083715,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
278,False,"{'a': 0.6, 'e': 0.06117642553970558}",20,4,4.833599287682258,"{0: 14, 1: 1, 2: 1, 3: 0, 4: 0}",1
279,False,"{'a': 0.6, 'e': 0.06056466128430853}",20,10,7.098384487444237,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
280,False,"{'a': 0.6, 'e': 0.05995901467146544}",30,15,-22.075210987309713,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 1}",1
281,False,"{'a': 0.6, 'e': 0.059359424524750785}",25,13,22.190596061229925,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
282,False,"{'a': 0.6, 'e': 0.05876583027950327}",20,5,24.258133510264827,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
283,False,"{'a': 0.6, 'e': 0.05817817197670824}",35,12,-2.5843074788958598,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 1}",1
284,False,"{'a': 0.6, 'e': 0.05759639025694116}",20,11,17.13627876237281,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
285,False,"{'a': 0.6, 'e': 0.057020426354371746}",20,12,15.470580454465606,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
286,False,"{'a': 0.6, 'e': 0.05645022209082803}",25,3,-38.32573469863556,"{0: 19, 1: 1, 2: 0, 3: 1, 4: 1}",1
287,False,"{'a': 0.6, 'e': 0.05588571986991975}",20,14,10.31958606509855,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
288,False,"{'a': 0.6, 'e': 0.05532686267122055}",20,9,-42.80501704338745,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 1}",1
289,False,"{'a': 0.6, 'e': 0.05477359404450834}",25,0,28.88497661004891,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
290,False,"{'a': 0.6, 'e': 0.05422585810406326}",20,6,27.531126419063675,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
291,False,"{'a': 0.6, 'e': 0.05368359952302263}",35,13,12.010854382147159,"{0: 20, 1: 1, 2: 0, 3: 1, 4: 0}",1
292,False,"{'a': 0.6, 'e': 0.0531467635277924}",20,6,-6.3305027248903905,"{0: 11, 1: 1, 2: 2, 3: 0, 4: 0}",1
293,False,"{'a': 0.6, 'e': 0.05261529589251448}",25,14,20.02437850207761,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
294,False,"{'a': 0.6, 'e': 0.05208914293358933}",30,20,20.11567347394799,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
295,False,"{'a': 0.6, 'e': 0.05156825150425344}",20,7,-2.3333160061277542,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 0}",1
296,False,"{'a': 0.6, 'e': 0.0510525689892109}",25,13,23.191061296216393,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
297,False,"{'a': 0.6, 'e': 0.050542043299318794}",20,9,18.117528110986207,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
298,False,"{'a': 0.6, 'e': 0.050036622866325604}",20,0,-15.789055890932955,"{0: 17, 1: 0, 2: 2, 3: 1, 4: 0}",0
299,False,"{'a': 0.6, 'e': 0.04953625663766235}",25,13,17.846623001668075,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1,True,"{'a': 0, 'e': 0}",20,16,10.639056938623911,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
2,True,"{'a': 0, 'e': 0}",20,13,15.165992436733315,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
3,True,"{'a': 0, 'e': 0}",25,11,23.60690245500091,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
4,True,"{'a': 0, 'e': 0}",25,16,17.930760816182755,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
5,True,"{'a': 0, 'e': 0}",30,16,22.520447310679263,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
6,True,"{'a': 0, 'e': 0}",30,24,13.719528695449034,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
7,True,"{'a': 0, 'e': 0}",30,20,18.333570618568405,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
8,True,"{'a': 0, 'e': 0}",20,16,8.158431931163332,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
9,True,"{'a': 0, 'e': 0}",35,17,32.35155721380195,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
10,True,"{'a': 0, 'e': 0}",20,11,17.887748688568717,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
11,True,"{'a': 0, 'e': 0}",30,19,21.15647910064584,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
12,True,"{'a': 0, 'e': 0}",30,10,36.1691317707496,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
13,True,"{'a': 0, 'e': 0}",20,7,26.084528197936795,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
14,True,"{'a': 0, 'e': 0}",25,17,14.639918959459418,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
15,True,"{'a': 0, 'e': 0}",25,8,30.408744729954158,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
16,True,"{'a': 0, 'e': 0}",25,18,14.727051997273495,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
17,True,"{'a': 0, 'e': 0}",20,14,9.283342896274178,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
18,True,"{'a': 0, 'e': 0}",30,22,13.972274286374239,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
19,True,"{'a': 0, 'e': 0}",25,20,8.234699082201466,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
20,True,"{'a': 0, 'e': 0}",20,12,12.34222950033747,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
